Lap detail,Laptop State,Laptop Price
Dell Latitude 3520 Intel i5-1135G7 8GB RAM 256GB Black Refurbished Excellent,Refurbished,£419.99
"Dell Latitude 5400 14"" Intel i5-8365U 16GB RAM 256GB Refurbished Good SCRATCHES",Refurbished,£229.99
"Dell Latitude 5400 14"" Laptop Intel Core i5-8365U 8GB RAM 256GB Black Very Good",Refurbished,£199.99
"Dell Latitude 5400 14"" Intel Core i5-8365U 16GB RAM 256GB SSD Black - Excellent",Refurbished,£279.99
Dell Latitude 5400 Intel i5-8365U 8GB RAM 256GB Refurb Good NO CHARGER SCRATCHED,Refurbished,£179.99
"Dell Latitude 7490 14"" Intel Core i5-8350U 8GB RAM 512GB SSD - Cosmetic Damage",Refurbished,£299.99
Dell Latitude 5400 Intel i5-8365U 8GB RAM 256GB Refurb Very Good NO CHARGER,Refurbished,£189.99
"Dell Latitude 7420 Intel i5-1145G7 16GB RAM 256GB 14"" Grey Refurbished Very Good",Refurbished,£729.99
"Dell XPS 15 9500 Intel Core i7-10750H 16GB RAM 1TB SSD 15.6"" Silver - Excellent",Refurbished,£949.99
Dell Latitude 5300 Intel Core i5 16GB RAM 256GB SSD 13.3'' Black - Pristine,Refurbished,£399.99
"Dell Latitude 5400 14"" Intel i5-8365U 16GB RAM 256GB Refurb Very Good SCRATCHES",Refurbished,£249.99
"Dell Precision 5530 15.6"" Intel Core i7-8850H 32GB RAM 1TB Silver Scratched Case",Refurbished,£749.99
"Dell Latitude 7400 14'' Laptop, Intel Core i5-8365U 8GB RAM 500GB SSD - Black",Refurbished,£349.99
Dell Latitude 7420 Laptop Intel i5-1145G7 16GB 256GB Grey Refurbished Pristine,Refurbished,£749.99
"Dell Latitude 7490 14"" Laptop Intel Core i5-8350U 8GB RAM 512GB SSD - Black",Refurbished,£399.99
Dell Latitude 7420 Laptop Intel i5-1145G7 16GB 512GB Grey Refurbished Pristine,Refurbished,£799.99
"Dell Latitude 5400 14"" Intel Core i5-8365U 16GB RAM 256GB SSD Black - Good",Refurbished,£249.99
"Dell Latitude 7300 13.3"" Laptop Intel Core i5-8365U 16GB RAM 512GB SSD Grey - Re",Refurbished,£449.99
Dell Latitude 7400 Intel Core i5-8265U 16GB RAM 256GB SSD - Black,Refurbished,£379.99
Dell Latitude 3520 Intel i5-1135G7 8GB RAM 256GB Black Refurbished Excellent,Refurbished,£419.99
"Dell Latitude 5400 14"" Intel i5-8365U 16GB RAM 256GB Refurbished Good SCRATCHES",Refurbished,£229.99
"Dell Latitude 5400 14"" Laptop Intel Core i5-8365U 8GB RAM 256GB Black Very Good",Refurbished,£199.99
"Dell Latitude 5400 14"" Intel Core i5-8365U 16GB RAM 256GB SSD Black - Excellent",Refurbished,£279.99
Dell Latitude 5400 Intel i5-8365U 8GB RAM 256GB Refurb Good NO CHARGER SCRATCHED,Refurbished,£179.99
"Dell Latitude 7490 14"" Intel Core i5-8350U 8GB RAM 512GB SSD - Cosmetic Damage",Refurbished,£299.99
Dell Latitude 5400 Intel i5-8365U 8GB RAM 256GB Refurb Very Good NO CHARGER,Refurbished,£189.99
"Dell Latitude 7420 Intel i5-1145G7 16GB RAM 256GB 14"" Grey Refurbished Very Good",Refurbished,£729.99
"Dell XPS 15 9500 Intel Core i7-10750H 16GB RAM 1TB SSD 15.6"" Silver - Excellent",Refurbished,£949.99
Dell Latitude 5300 Intel Core i5 16GB RAM 256GB SSD 13.3'' Black - Pristine,Refurbished,£399.99
"Dell Latitude 5400 14"" Intel i5-8365U 16GB RAM 256GB Refurb Very Good SCRATCHES",Refurbished,£249.99
"Dell Precision 5530 15.6"" Intel Core i7-8850H 32GB RAM 1TB Silver Scratched Case",Refurbished,£749.99
"Dell Latitude 7400 14'' Laptop, Intel Core i5-8365U 8GB RAM 500GB SSD - Black",Refurbished,£349.99
Dell Latitude 7420 Laptop Intel i5-1145G7 16GB 256GB Grey Refurbished Pristine,Refurbished,£749.99
"Dell Latitude 7490 14"" Laptop Intel Core i5-8350U 8GB RAM 512GB SSD - Black",Refurbished,£399.99
Dell Latitude 7420 Laptop Intel i5-1145G7 16GB 512GB Grey Refurbished Pristine,Refurbished,£799.99
"Dell Latitude 5400 14"" Intel Core i5-8365U 16GB RAM 256GB SSD Black - Good",Refurbished,£249.99
"Dell Latitude 7300 13.3"" Laptop Intel Core i5-8365U 16GB RAM 512GB SSD Grey - Re",Refurbished,£449.99
Dell Latitude 7400 Intel Core i5-8265U 16GB RAM 256GB SSD - Black,Refurbished,£379.99
Dell Latitude 3520 Intel i5-1135G7 8GB RAM 256GB Black Refurbished Excellent,Refurbished,£419.99
"Dell Latitude 5400 14"" Intel i5-8365U 16GB RAM 256GB Refurbished Good SCRATCHES",Refurbished,£229.99
"Dell Latitude 5400 14"" Laptop Intel Core i5-8365U 8GB RAM 256GB Black Very Good",Refurbished,£199.99
"Dell Latitude 5400 14"" Intel Core i5-8365U 16GB RAM 256GB SSD Black - Excellent",Refurbished,£279.99
Dell Latitude 5400 Intel i5-8365U 8GB RAM 256GB Refurb Good NO CHARGER SCRATCHED,Refurbished,£179.99
"Dell Latitude 7490 14"" Intel Core i5-8350U 8GB RAM 512GB SSD - Cosmetic Damage",Refurbished,£299.99
Dell Latitude 5400 Intel i5-8365U 8GB RAM 256GB Refurb Very Good NO CHARGER,Refurbished,£189.99
"Dell Latitude 7420 Intel i5-1145G7 16GB RAM 256GB 14"" Grey Refurbished Very Good",Refurbished,£729.99
"Dell XPS 15 9500 Intel Core i7-10750H 16GB RAM 1TB SSD 15.6"" Silver - Excellent",Refurbished,£949.99
Dell Latitude 5300 Intel Core i5 16GB RAM 256GB SSD 13.3'' Black - Pristine,Refurbished,£399.99
"Dell Precision 5530 15.6"" Intel Core i7-8850H 32GB RAM 1TB Silver Scratched Case",Refurbished,£749.99
"Dell Latitude 5400 14"" Intel i5-8365U 16GB RAM 256GB Refurb Very Good SCRATCHES",Refurbished,£249.99
"Dell Latitude 7400 14'' Laptop, Intel Core i5-8365U 8GB RAM 500GB SSD - Black",Refurbished,£349.99
Dell Latitude 7420 Laptop Intel i5-1145G7 16GB 256GB Grey Refurbished Pristine,Refurbished,£749.99
"Dell Latitude 7490 14"" Laptop Intel Core i5-8350U 8GB RAM 512GB SSD - Black",Refurbished,£399.99
Dell Latitude 7420 Laptop Intel i5-1145G7 16GB 512GB Grey Refurbished Pristine,Refurbished,£799.99
"Dell Latitude 5400 14"" Intel Core i5-8365U 16GB RAM 256GB SSD Black - Good",Refurbished,£249.99
"Dell Latitude 7300 13.3"" Laptop Intel Core i5-8365U 16GB RAM 512GB SSD Grey - Re",Refurbished,£449.99
Dell Latitude 7400 Intel Core i5-8265U 16GB RAM 256GB SSD - Black,Refurbished,£379.99
Dell Latitude 3520 Intel i5-1135G7 8GB RAM 256GB Black Refurbished Excellent,Refurbished,£419.99
"Dell Latitude 5400 14"" Intel i5-8365U 16GB RAM 256GB Refurbished Good SCRATCHES",Refurbished,£229.99
"Dell Latitude 5400 14"" Laptop Intel Core i5-8365U 8GB RAM 256GB Black Very Good",Refurbished,£199.99
"Dell Latitude 5400 14"" Intel Core i5-8365U 16GB RAM 256GB SSD Black - Excellent",Refurbished,£279.99
Dell Latitude 5400 Intel i5-8365U 8GB RAM 256GB Refurb Good NO CHARGER SCRATCHED,Refurbished,£179.99
Dell Latitude 5400 Intel i5-8365U 8GB RAM 256GB Refurb Very Good NO CHARGER,Refurbished,£189.99
"Dell Latitude 7420 Intel i5-1145G7 16GB RAM 256GB 14"" Grey Refurbished Very Good",Refurbished,£729.99
"Dell XPS 15 9500 Intel Core i7-10750H 16GB RAM 1TB SSD 15.6"" Silver - Excellent",Refurbished,£949.99
Dell Latitude 5300 Intel Core i5 16GB RAM 256GB SSD 13.3'' Black - Pristine,Refurbished,£399.99
"Dell Precision 5530 15.6"" Intel Core i7-8850H 32GB RAM 1TB Silver Scratched Case",Refurbished,£749.99
"Dell Latitude 5400 14"" Intel i5-8365U 16GB RAM 256GB Refurb Very Good SCRATCHES",Refurbished,£249.99
"Dell Latitude 7400 14'' Laptop, Intel Core i5-8365U 8GB RAM 500GB SSD - Black",Refurbished,£349.99
Dell Latitude 7420 Laptop Intel i5-1145G7 16GB 256GB Grey Refurbished Pristine,Refurbished,£749.99
"Dell Latitude 7490 14"" Intel Core i5-8350U 8GB RAM 512GB SSD - Cosmetic Damage",Refurbished,£299.99
"Dell Latitude 7490 14"" Laptop Intel Core i5-8350U 8GB RAM 512GB SSD - Black",Refurbished,£399.99
Dell Latitude 7420 Laptop Intel i5-1145G7 16GB 512GB Grey Refurbished Pristine,Refurbished,£799.99
"Dell Latitude 5400 14"" Intel Core i5-8365U 16GB RAM 256GB SSD Black - Good",Refurbished,£249.99
"Dell Latitude 7300 13.3"" Laptop Intel Core i5-8365U 16GB RAM 512GB SSD Grey - Re",Refurbished,£449.99
Dell Latitude 7400 Intel Core i5-8265U 16GB RAM 256GB SSD - Black,Refurbished,£379.99
